iprec_at_recall_0.00    all     0.8224
iprec_at_recall_0.10    all     0.7809
iprec_at_recall_0.20    all     0.6749
iprec_at_recall_0.30    all     0.5683
iprec_at_recall_0.40    all     0.4847
iprec_at_recall_0.50    all     0.4163
iprec_at_recall_0.60    all     0.3084
iprec_at_recall_0.70    all     0.2437
iprec_at_recall_0.80    all     0.1593
iprec_at_recall_0.90    all     0.1193
iprec_at_recall_1.00    all     0.1045
