iprec_at_recall_0.00    all     0.7607
iprec_at_recall_0.10    all     0.7169
iprec_at_recall_0.20    all     0.6003
iprec_at_recall_0.30    all     0.4876
iprec_at_recall_0.40    all     0.3881
iprec_at_recall_0.50    all     0.3392
iprec_at_recall_0.60    all     0.2485
iprec_at_recall_0.70    all     0.1985
iprec_at_recall_0.80    all     0.1249
iprec_at_recall_0.90    all     0.0934
iprec_at_recall_1.00    all     0.0799
